Urun_ID,Ana_Kategori,Alt_Kategori,Marka,Model,Fiyat_TL,Kaynak_Site,Segment,Kullanim_Amaci,Ozellikler,Enerji_Sinifi,Renk,Garanti_Ay,Puan,Yorum_Sayisi,Stok_Durumu,Elektrikli_Mi,Fiyat_Guncelleme_Tarihi,Fiyat_Notu,Akakce_Arama_Link,Hepsiburada_Arama_Link,Amazon_Arama_Link,Teknosa_Arama_Link,Vatan_Arama_Link,Topluluk_Puani,Populerlik
EV-01049,Akıllı Ev Sistemleri,Akıllı Kamera,Reolink,Reolink Akıllı Kamera REO-AKI-1049,10300,Amazon Türkiye,Premium,Akıllı Ev,"Wi-Fi/Bluetooth, mobil uygulama, Siri Shortcuts uyumlu",A+,Lacivert,36,55,4005,Hızlı teslimat,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Reolink+Ak%C4%B1ll%C4%B1+Kamera+REO-AKI-1049,https://www.hepsiburada.com/ara?q=Reolink+Ak%C4%B1ll%C4%B1+Kamera+REO-AKI-1049,https://www.amazon.com.tr/s?k=Reolink+Ak%C4%B1ll%C4%B1+Kamera+REO-AKI-1049,https://www.teknosa.com/arama/?s=Reolink+Ak%C4%B1ll%C4%B1+Kamera+REO-AKI-1049,https://www.vatanbilgisayar.com/arama/Reolink+Ak%C4%B1ll%C4%B1+Kamera+REO-AKI-1049,55,Yüksek
EV-01050,Mutfak,Meyve Sıkacağı,Philips,Philips Meyve Sıkacağı PHI-MEY-1050,4950,Hepsiburada,Fiyat/Performans,Pratik Kullanım,"1220 W, çoklu hız ayarı",A+++,Gri,12,72,4428,Az stok,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Philips+Meyve+S%C4%B1kaca%C4%9F%C4%B1+PHI-MEY-1050,https://www.hepsiburada.com/ara?q=Philips+Meyve+S%C4%B1kaca%C4%9F%C4%B1+PHI-MEY-1050,https://www.amazon.com.tr/s?k=Philips+Meyve+S%C4%B1kaca%C4%9F%C4%B1+PHI-MEY-1050,https://www.teknosa.com/arama/?s=Philips+Meyve+S%C4%B1kaca%C4%9F%C4%B1+PHI-MEY-1050,https://www.vatanbilgisayar.com/arama/Philips+Meyve+S%C4%B1kaca%C4%9F%C4%B1+PHI-MEY-1050,72,Yüksek
EV-01051,Mutfak,Meyve Sıkacağı,Karaca,Karaca Meyve Sıkacağı KAR-MEY-1051,11000,Trendyol,Fiyat/Performans,Günlük Kullanım,"666 W, çoklu hız ayarı",A+,Siyah,24,53,9320,Kampanyalı,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Karaca+Meyve+S%C4%B1kaca%C4%9F%C4%B1+KAR-MEY-1051,https://www.hepsiburada.com/ara?q=Karaca+Meyve+S%C4%B1kaca%C4%9F%C4%B1+KAR-MEY-1051,https://www.amazon.com.tr/s?k=Karaca+Meyve+S%C4%B1kaca%C4%9F%C4%B1+KAR-MEY-1051,https://www.teknosa.com/arama/?s=Karaca+Meyve+S%C4%B1kaca%C4%9F%C4%B1+KAR-MEY-1051,https://www.vatanbilgisayar.com/arama/Karaca+Meyve+S%C4%B1kaca%C4%9F%C4%B1+KAR-MEY-1051,53,Orta
EV-01052,Süpürgeler,Islak Kuru Süpürge,Arzum,Arzum Islak Kuru Süpürge ARZ-ISL-1052,15200,Trendyol,Premium,Günlük Kullanım,"1320 W motor, HEPA filtre, Kablolu",A+,Beyaz,24,57,10805,Az stok,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Arzum+Islak+Kuru+S%C3%BCp%C3%BCrge+ARZ-ISL-1052,https://www.hepsiburada.com/ara?q=Arzum+Islak+Kuru+S%C3%BCp%C3%BCrge+ARZ-ISL-1052,https://www.amazon.com.tr/s?k=Arzum+Islak+Kuru+S%C3%BCp%C3%BCrge+ARZ-ISL-1052,https://www.teknosa.com/arama/?s=Arzum+Islak+Kuru+S%C3%BCp%C3%BCrge+ARZ-ISL-1052,https://www.vatanbilgisayar.com/arama/Arzum+Islak+Kuru+S%C3%BCp%C3%BCrge+ARZ-ISL-1052,57,Yüksek
EV-01053,Süpürgeler,Koltuk Yıkama Makinesi,Arnica,Arnica Koltuk Yıkama Makinesi ARN-KOL-1053,6000,Trendyol,Orta,Günlük Kullanım,"1377 W, günlük kullanıma uygun, kompakt tasarım",A++,Lacivert,24,50,6146,Hızlı teslimat,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Arnica+Koltuk+Y%C4%B1kama+Makinesi+ARN-KOL-1053,https://www.hepsiburada.com/ara?q=Arnica+Koltuk+Y%C4%B1kama+Makinesi+ARN-KOL-1053,https://www.amazon.com.tr/s?k=Arnica+Koltuk+Y%C4%B1kama+Makinesi+ARN-KOL-1053,https://www.teknosa.com/arama/?s=Arnica+Koltuk+Y%C4%B1kama+Makinesi+ARN-KOL-1053,https://www.vatanbilgisayar.com/arama/Arnica+Koltuk+Y%C4%B1kama+Makinesi+ARN-KOL-1053,50,Orta
EV-01054,Aydınlatma Ürünleri,LED Şerit,Govee,Govee LED Şerit GOV-LED-1054,3050,MediaMarkt,Orta,Pratik Kullanım,"RGB, 29 W, dimmer destekli",A+++,Mor,24,56,7608,Kampanyalı,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Govee+LED+%C5%9Eerit+GOV-LED-1054,https://www.hepsiburada.com/ara?q=Govee+LED+%C5%9Eerit+GOV-LED-1054,https://www.amazon.com.tr/s?k=Govee+LED+%C5%9Eerit+GOV-LED-1054,https://www.teknosa.com/arama/?s=Govee+LED+%C5%9Eerit+GOV-LED-1054,https://www.vatanbilgisayar.com/arama/Govee+LED+%C5%9Eerit+GOV-LED-1054,56,Yüksek
EV-01055,Süpürgeler,Dikey Süpürge,Dreame,Dreame Dikey Süpürge DRE-DIK-1055,23250,n11,Üst,Ev Temizliği,"2687 W motor, HEPA filtre, Kablolu",A,Siyah,24,57,6971,Az stok,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Dreame+Dikey+S%C3%BCp%C3%BCrge+DRE-DIK-1055,https://www.hepsiburada.com/ara?q=Dreame+Dikey+S%C3%BCp%C3%BCrge+DRE-DIK-1055,https://www.amazon.com.tr/s?k=Dreame+Dikey+S%C3%BCp%C3%BCrge+DRE-DIK-1055,https://www.teknosa.com/arama/?s=Dreame+Dikey+S%C3%BCp%C3%BCrge+DRE-DIK-1055,https://www.vatanbilgisayar.com/arama/Dreame+Dikey+S%C3%BCp%C3%BCrge+DRE-DIK-1055,57,Yüksek
EV-01056,Mutfak,Mikser,Bosch,Bosch Mikser BOS-MIK-1056,3450,Vatan Bilgisayar,Üst,Pratik Kullanım,"1215 W, cam hazne",C,Inox,24,68,10018,Hızlı teslimat,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Bosch+Mikser+BOS-MIK-1056,https://www.hepsiburada.com/ara?q=Bosch+Mikser+BOS-MIK-1056,https://www.amazon.com.tr/s?k=Bosch+Mikser+BOS-MIK-1056,https://www.teknosa.com/arama/?s=Bosch+Mikser+BOS-MIK-1056,https://www.vatanbilgisayar.com/arama/Bosch+Mikser+BOS-MIK-1056,68,Çok Yüksek
EV-01057,Süpürgeler,Halı Yıkama Makinesi,Karcher,Karcher Halı Yıkama Makinesi KAR-HAL-1057,10900,MediaMarkt,Üst,Pratik Kullanım,"768 W, günlük kullanıma uygun, kompakt tasarım",A,Gri,24,54,6307,Kampanyalı,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Karcher+Hal%C4%B1+Y%C4%B1kama+Makinesi+KAR-HAL-1057,https://www.hepsiburada.com/ara?q=Karcher+Hal%C4%B1+Y%C4%B1kama+Makinesi+KAR-HAL-1057,https://www.amazon.com.tr/s?k=Karcher+Hal%C4%B1+Y%C4%B1kama+Makinesi+KAR-HAL-1057,https://www.teknosa.com/arama/?s=Karcher+Hal%C4%B1+Y%C4%B1kama+Makinesi+KAR-HAL-1057,https://www.vatanbilgisayar.com/arama/Karcher+Hal%C4%B1+Y%C4%B1kama+Makinesi+KAR-HAL-1057,54,Yüksek
EV-01058,Ütüler,Buharlı Dikey Ütü,Fakir,Fakir Buharlı Dikey Ütü FAK-BUH-1058,2400,MediaMarkt,Üst,Pratik Kullanım,"2729 W, 62 g/dk buhar, kireç önleme",A,Beyaz,24,50,6539,Stokta var,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Fakir+Buharl%C4%B1+Dikey+%C3%9Ct%C3%BC+FAK-BUH-1058,https://www.hepsiburada.com/ara?q=Fakir+Buharl%C4%B1+Dikey+%C3%9Ct%C3%BC+FAK-BUH-1058,https://www.amazon.com.tr/s?k=Fakir+Buharl%C4%B1+Dikey+%C3%9Ct%C3%BC+FAK-BUH-1058,https://www.teknosa.com/arama/?s=Fakir+Buharl%C4%B1+Dikey+%C3%9Ct%C3%BC+FAK-BUH-1058,https://www.vatanbilgisayar.com/arama/Fakir+Buharl%C4%B1+Dikey+%C3%9Ct%C3%BC+FAK-BUH-1058,50,Çok Yüksek
EV-01059,Evcil Hayvan Ürünleri,Otomatik Mama Kabı,Trixie,Trixie Otomatik Mama Kabı TRI-OTO-1059,1600,Teknosa,Orta,Ev Kullanımı,"1805 W, günlük kullanıma uygun, kompakt tasarım",A,Siyah,36,46,8321,Hızlı teslimat,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Trixie+Otomatik+Mama+Kab%C4%B1+TRI-OTO-1059,https://www.hepsiburada.com/ara?q=Trixie+Otomatik+Mama+Kab%C4%B1+TRI-OTO-1059,https://www.amazon.com.tr/s?k=Trixie+Otomatik+Mama+Kab%C4%B1+TRI-OTO-1059,https://www.teknosa.com/arama/?s=Trixie+Otomatik+Mama+Kab%C4%B1+TRI-OTO-1059,https://www.vatanbilgisayar.com/arama/Trixie+Otomatik+Mama+Kab%C4%B1+TRI-OTO-1059,46,Orta
EV-01060,Isıtma & Soğutma,Kombi,Bosch,Bosch Kombi BOS-KOM-1060,44250,Teknosa,Premium,Sıcak Su,"36 kW, yoğuşmalı, dijital ekran",A+,Turuncu,24,79,1914,Kampanyalı,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Bosch+Kombi+BOS-KOM-1060,https://www.hepsiburada.com/ara?q=Bosch+Kombi+BOS-KOM-1060,https://www.amazon.com.tr/s?k=Bosch+Kombi+BOS-KOM-1060,https://www.teknosa.com/arama/?s=Bosch+Kombi+BOS-KOM-1060,https://www.vatanbilgisayar.com/arama/Bosch+Kombi+BOS-KOM-1060,79,Çok Yüksek
EV-01061,Süpürgeler,Robot Süpürge,Philips,Philips Robot Süpürge PHI-ROB-1061,19100,Vatan Bilgisayar,Premium,Ev Temizliği,"Lidar navigasyon, 2556 Pa emiş, 176 dk çalışma",C,Krem,24,76,11069,Hızlı teslimat,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Philips+Robot+S%C3%BCp%C3%BCrge+PHI-ROB-1061,https://www.hepsiburada.com/ara?q=Philips+Robot+S%C3%BCp%C3%BCrge+PHI-ROB-1061,https://www.amazon.com.tr/s?k=Philips+Robot+S%C3%BCp%C3%BCrge+PHI-ROB-1061,https://www.teknosa.com/arama/?s=Philips+Robot+S%C3%BCp%C3%BCrge+PHI-ROB-1061,https://www.vatanbilgisayar.com/arama/Philips+Robot+S%C3%BCp%C3%BCrge+PHI-ROB-1061,76,Çok Yüksek
EV-01062,Isıtma & Soğutma,Kombi,Bosch,Bosch Kombi BOS-KOM-1062,55500,Hepsiburada,Üst,Sıcak Su,"31 kW, yoğuşmalı, dijital ekran",A+++,Lacivert,24,80,8036,Hızlı teslimat,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Bosch+Kombi+BOS-KOM-1062,https://www.hepsiburada.com/ara?q=Bosch+Kombi+BOS-KOM-1062,https://www.amazon.com.tr/s?k=Bosch+Kombi+BOS-KOM-1062,https://www.teknosa.com/arama/?s=Bosch+Kombi+BOS-KOM-1062,https://www.vatanbilgisayar.com/arama/Bosch+Kombi+BOS-KOM-1062,80,Çok Yüksek
EV-01063,Mutfak,Dondurma Makinesi,Arzum,Arzum Dondurma Makinesi ARZ-DON-1063,24000,Vatan Bilgisayar,Giriş,Ev Kullanımı,"1254 W, günlük kullanıma uygun, kompakt tasarım",A+++,Turuncu,24,56,4819,Kampanyalı,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Arzum+Dondurma+Makinesi+ARZ-DON-1063,https://www.hepsiburada.com/ara?q=Arzum+Dondurma+Makinesi+ARZ-DON-1063,https://www.amazon.com.tr/s?k=Arzum+Dondurma+Makinesi+ARZ-DON-1063,https://www.teknosa.com/arama/?s=Arzum+Dondurma+Makinesi+ARZ-DON-1063,https://www.vatanbilgisayar.com/arama/Arzum+Dondurma+Makinesi+ARZ-DON-1063,56,Orta
EV-01064,Akıllı Ev Sistemleri,Akıllı Sensör,Xiaomi,Xiaomi Akıllı Sensör XIA-AKI-1064,4600,Teknosa,Giriş,Pratik Kullanım,"Wi-Fi/Bluetooth, mobil uygulama, Alexa uyumlu",A++,Gri,24,59,8719,Stokta var,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Xiaomi+Ak%C4%B1ll%C4%B1+Sens%C3%B6r+XIA-AKI-1064,https://www.hepsiburada.com/ara?q=Xiaomi+Ak%C4%B1ll%C4%B1+Sens%C3%B6r+XIA-AKI-1064,https://www.amazon.com.tr/s?k=Xiaomi+Ak%C4%B1ll%C4%B1+Sens%C3%B6r+XIA-AKI-1064,https://www.teknosa.com/arama/?s=Xiaomi+Ak%C4%B1ll%C4%B1+Sens%C3%B6r+XIA-AKI-1064,https://www.vatanbilgisayar.com/arama/Xiaomi+Ak%C4%B1ll%C4%B1+Sens%C3%B6r+XIA-AKI-1064,59,Orta
EV-01065,Süpürgeler,Dikey Süpürge,Arzum,Arzum Dikey Süpürge ARZ-DIK-1065,11700,MediaMarkt,Premium,Ev Temizliği,"1499 W motor, Yıkanabilir filtre, Kablolu",A+++,Beyaz,24,53,5673,Kampanyalı,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Arzum+Dikey+S%C3%BCp%C3%BCrge+ARZ-DIK-1065,https://www.hepsiburada.com/ara?q=Arzum+Dikey+S%C3%BCp%C3%BCrge+ARZ-DIK-1065,https://www.amazon.com.tr/s?k=Arzum+Dikey+S%C3%BCp%C3%BCrge+ARZ-DIK-1065,https://www.teknosa.com/arama/?s=Arzum+Dikey+S%C3%BCp%C3%BCrge+ARZ-DIK-1065,https://www.vatanbilgisayar.com/arama/Arzum+Dikey+S%C3%BCp%C3%BCrge+ARZ-DIK-1065,53,Yüksek
EV-01066,İçecek Hazırlama,Türk Kahve Makinesi,Beko,Beko Türk Kahve Makinesi BEK-TÜR-1066,5200,MediaMarkt,Giriş,Günlük Kullanım,"1491 W, çelik gövde",C,Krem,36,48,11899,Hızlı teslimat,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Beko+T%C3%BCrk+Kahve+Makinesi+BEK-T%C3%9CR-1066,https://www.hepsiburada.com/ara?q=Beko+T%C3%BCrk+Kahve+Makinesi+BEK-T%C3%9CR-1066,https://www.amazon.com.tr/s?k=Beko+T%C3%BCrk+Kahve+Makinesi+BEK-T%C3%9CR-1066,https://www.teknosa.com/arama/?s=Beko+T%C3%BCrk+Kahve+Makinesi+BEK-T%C3%9CR-1066,https://www.vatanbilgisayar.com/arama/Beko+T%C3%BCrk+Kahve+Makinesi+BEK-T%C3%9CR-1066,48,Orta
EV-01067,İçecek Hazırlama,Filtre Kahve Makinesi,Tefal,Tefal Filtre Kahve Makinesi TEF-FIL-1067,7200,Amazon Türkiye,Üst,Ev Kullanımı,"1038 W, otomatik kapanma",B,Krem,24,54,1313,Az stok,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Tefal+Filtre+Kahve+Makinesi+TEF-FIL-1067,https://www.hepsiburada.com/ara?q=Tefal+Filtre+Kahve+Makinesi+TEF-FIL-1067,https://www.amazon.com.tr/s?k=Tefal+Filtre+Kahve+Makinesi+TEF-FIL-1067,https://www.teknosa.com/arama/?s=Tefal+Filtre+Kahve+Makinesi+TEF-FIL-1067,https://www.vatanbilgisayar.com/arama/Tefal+Filtre+Kahve+Makinesi+TEF-FIL-1067,54,Yüksek
EV-01068,Evcil Hayvan Ürünleri,Akıllı Kedi Tuvaleti,Petkit,Petkit Akıllı Kedi Tuvaleti PET-AKI-1068,32000,MediaMarkt,Fiyat/Performans,Ev Kullanımı,"Wi-Fi/Bluetooth, mobil uygulama, Siri Shortcuts uyumlu",C,Gri,24,62,7173,Stokta var,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Petkit+Ak%C4%B1ll%C4%B1+Kedi+Tuvaleti+PET-AKI-1068,https://www.hepsiburada.com/ara?q=Petkit+Ak%C4%B1ll%C4%B1+Kedi+Tuvaleti+PET-AKI-1068,https://www.amazon.com.tr/s?k=Petkit+Ak%C4%B1ll%C4%B1+Kedi+Tuvaleti+PET-AKI-1068,https://www.teknosa.com/arama/?s=Petkit+Ak%C4%B1ll%C4%B1+Kedi+Tuvaleti+PET-AKI-1068,https://www.vatanbilgisayar.com/arama/Petkit+Ak%C4%B1ll%C4%B1+Kedi+Tuvaleti+PET-AKI-1068,62,Orta
EV-01069,Akıllı Ev Sistemleri,Akıllı Kapı Zili,Tapo,Tapo Akıllı Kapı Zili TAP-AKI-1069,13700,Amazon Türkiye,Orta,Ev Kullanımı,"Wi-Fi/Bluetooth, mobil uygulama, Google Assistant uyumlu",A+++,Mor,24,54,97,Kampanyalı,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Tapo+Ak%C4%B1ll%C4%B1+Kap%C4%B1+Zili+TAP-AKI-1069,https://www.hepsiburada.com/ara?q=Tapo+Ak%C4%B1ll%C4%B1+Kap%C4%B1+Zili+TAP-AKI-1069,https://www.amazon.com.tr/s?k=Tapo+Ak%C4%B1ll%C4%B1+Kap%C4%B1+Zili+TAP-AKI-1069,https://www.teknosa.com/arama/?s=Tapo+Ak%C4%B1ll%C4%B1+Kap%C4%B1+Zili+TAP-AKI-1069,https://www.vatanbilgisayar.com/arama/Tapo+Ak%C4%B1ll%C4%B1+Kap%C4%B1+Zili+TAP-AKI-1069,54,Orta
EV-01070,Mutfak,Tost Makinesi,Fakir,Fakir Tost Makinesi FAK-TOS-1070,5300,Trendyol,Giriş,Ev Kullanımı,"852 W, günlük kullanıma uygun, kompakt tasarım",A+++,Krem,12,46,11631,Hızlı teslimat,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Fakir+Tost+Makinesi+FAK-TOS-1070,https://www.hepsiburada.com/ara?q=Fakir+Tost+Makinesi+FAK-TOS-1070,https://www.amazon.com.tr/s?k=Fakir+Tost+Makinesi+FAK-TOS-1070,https://www.teknosa.com/arama/?s=Fakir+Tost+Makinesi+FAK-TOS-1070,https://www.vatanbilgisayar.com/arama/Fakir+Tost+Makinesi+FAK-TOS-1070,46,Orta
EV-01071,Akıllı Ev Sistemleri,Akıllı Kamera,Ezviz,Ezviz Akıllı Kamera EZV-AKI-1071,9600,Teknosa,Fiyat/Performans,Güvenlik,"Wi-Fi/Bluetooth, mobil uygulama, Alexa uyumlu",A+,Lacivert,24,56,7807,Hızlı teslimat,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Ezviz+Ak%C4%B1ll%C4%B1+Kamera+EZV-AKI-1071,https://www.hepsiburada.com/ara?q=Ezviz+Ak%C4%B1ll%C4%B1+Kamera+EZV-AKI-1071,https://www.amazon.com.tr/s?k=Ezviz+Ak%C4%B1ll%C4%B1+Kamera+EZV-AKI-1071,https://www.teknosa.com/arama/?s=Ezviz+Ak%C4%B1ll%C4%B1+Kamera+EZV-AKI-1071,https://www.vatanbilgisayar.com/arama/Ezviz+Ak%C4%B1ll%C4%B1+Kamera+EZV-AKI-1071,56,Orta
EV-01072,Süpürgeler,Islak Kuru Süpürge,Philips,Philips Islak Kuru Süpürge PHI-ISL-1072,29500,Trendyol,Premium,Pratik Kullanım,"2097 W motor, Siklon filtre, Kablolu",A+++,Beyaz,36,81,2800,Kampanyalı,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Philips+Islak+Kuru+S%C3%BCp%C3%BCrge+PHI-ISL-1072,https://www.hepsiburada.com/ara?q=Philips+Islak+Kuru+S%C3%BCp%C3%BCrge+PHI-ISL-1072,https://www.amazon.com.tr/s?k=Philips+Islak+Kuru+S%C3%BCp%C3%BCrge+PHI-ISL-1072,https://www.teknosa.com/arama/?s=Philips+Islak+Kuru+S%C3%BCp%C3%BCrge+PHI-ISL-1072,https://www.vatanbilgisayar.com/arama/Philips+Islak+Kuru+S%C3%BCp%C3%BCrge+PHI-ISL-1072,81,Çok Yüksek
EV-01073,İçecek Hazırlama,Çay Makinesi,Beko,Beko Çay Makinesi BEK-ÇAY-1073,6200,Teknosa,Fiyat/Performans,Ev Kullanımı,"1724 W, çelik gövde",A,Siyah,24,51,12317,Az stok,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Beko+%C3%87ay+Makinesi+BEK-%C3%87AY-1073,https://www.hepsiburada.com/ara?q=Beko+%C3%87ay+Makinesi+BEK-%C3%87AY-1073,https://www.amazon.com.tr/s?k=Beko+%C3%87ay+Makinesi+BEK-%C3%87AY-1073,https://www.teknosa.com/arama/?s=Beko+%C3%87ay+Makinesi+BEK-%C3%87AY-1073,https://www.vatanbilgisayar.com/arama/Beko+%C3%87ay+Makinesi+BEK-%C3%87AY-1073,51,Yüksek
EV-01074,Akıllı Ev Sistemleri,Akıllı Termostat,Bosch,Bosch Akıllı Termostat BOS-AKI-1074,21500,MediaMarkt,Premium,Ev Kullanımı,"Wi-Fi/Bluetooth, mobil uygulama, Siri Shortcuts uyumlu",C,Turuncu,24,77,398,Hızlı teslimat,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Bosch+Ak%C4%B1ll%C4%B1+Termostat+BOS-AKI-1074,https://www.hepsiburada.com/ara?q=Bosch+Ak%C4%B1ll%C4%B1+Termostat+BOS-AKI-1074,https://www.amazon.com.tr/s?k=Bosch+Ak%C4%B1ll%C4%B1+Termostat+BOS-AKI-1074,https://www.teknosa.com/arama/?s=Bosch+Ak%C4%B1ll%C4%B1+Termostat+BOS-AKI-1074,https://www.vatanbilgisayar.com/arama/Bosch+Ak%C4%B1ll%C4%B1+Termostat+BOS-AKI-1074,77,Çok Yüksek
EV-01075,Aydınlatma Ürünleri,Akıllı Ampul,Xiaomi,Xiaomi Akıllı Ampul XIA-AKI-1075,3200,n11,Fiyat/Performans,Günlük Kullanım,"Wi-Fi/Bluetooth, mobil uygulama, Google Assistant uyumlu",A+++,Krem,24,58,6498,Az stok,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Xiaomi+Ak%C4%B1ll%C4%B1+Ampul+XIA-AKI-1075,https://www.hepsiburada.com/ara?q=Xiaomi+Ak%C4%B1ll%C4%B1+Ampul+XIA-AKI-1075,https://www.amazon.com.tr/s?k=Xiaomi+Ak%C4%B1ll%C4%B1+Ampul+XIA-AKI-1075,https://www.teknosa.com/arama/?s=Xiaomi+Ak%C4%B1ll%C4%B1+Ampul+XIA-AKI-1075,https://www.vatanbilgisayar.com/arama/Xiaomi+Ak%C4%B1ll%C4%B1+Ampul+XIA-AKI-1075,58,Yüksek
EV-01076,Isıtma & Soğutma,Klima,LG,LG Klima LG-KLI-1076,63000,MediaMarkt,Orta,Isıtma,"18000 BTU, inverter, Wi-Fi var",C,Lacivert,12,66,4584,Hızlı teslimat,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=LG+Klima+LG-KLI-1076,https://www.hepsiburada.com/ara?q=LG+Klima+LG-KLI-1076,https://www.amazon.com.tr/s?k=LG+Klima+LG-KLI-1076,https://www.teknosa.com/arama/?s=LG+Klima+LG-KLI-1076,https://www.vatanbilgisayar.com/arama/LG+Klima+LG-KLI-1076,66,Yüksek
EV-01077,Mutfak,Blender,Bosch,Bosch Blender BOS-BLE-1077,7200,n11,Premium,Günlük Kullanım,"763 W, çelik bıçak",A+,Siyah,12,76,7378,Kampanyalı,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Bosch+Blender+BOS-BLE-1077,https://www.hepsiburada.com/ara?q=Bosch+Blender+BOS-BLE-1077,https://www.amazon.com.tr/s?k=Bosch+Blender+BOS-BLE-1077,https://www.teknosa.com/arama/?s=Bosch+Blender+BOS-BLE-1077,https://www.vatanbilgisayar.com/arama/Bosch+Blender+BOS-BLE-1077,76,Çok Yüksek
EV-01078,Isıtma & Soğutma,Isıtıcı,Rowenta,Rowenta Isıtıcı ROW-ISI-1078,3250,MediaMarkt,Giriş,Ev Kullanımı,"1240 W, günlük kullanıma uygun, kompakt tasarım",A++,Siyah,12,44,6865,Az stok,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Rowenta+Is%C4%B1t%C4%B1c%C4%B1+ROW-ISI-1078,https://www.hepsiburada.com/ara?q=Rowenta+Is%C4%B1t%C4%B1c%C4%B1+ROW-ISI-1078,https://www.amazon.com.tr/s?k=Rowenta+Is%C4%B1t%C4%B1c%C4%B1+ROW-ISI-1078,https://www.teknosa.com/arama/?s=Rowenta+Is%C4%B1t%C4%B1c%C4%B1+ROW-ISI-1078,https://www.vatanbilgisayar.com/arama/Rowenta+Is%C4%B1t%C4%B1c%C4%B1+ROW-ISI-1078,44,Orta
